AUDUSDGBPUSDSpread,EURUSDGBPUSDSpread,USDCADGBPUSDSpread,GBPUSDOrderType
0.21946016025839987,0.2087497894399999,0.2085596022999998,doNothing
0.21842415707679996,0.2137397590400001,0.20804805309999996,doNothing
0.21852016025839993,0.21292232863999994,0.20798603589999987,doNothing
0.21835068651760015,0.21438424832000003,0.20737416389999996,sell
0.21471705150239995,0.2100102854399999,0.20340167869999992,doNothing
0.21694705150240012,0.2114860593600001,0.20573033390000006,doNothing
0.2174520679480001,0.21121664752000013,0.2039718344999999,doNothing
0.21718356503519987,0.21284680239999987,0.20341180209999998,doNothing
0.21644861437199991,0.21163616767999982,0.20395841329999986,doNothing
0.21632900906639985,0.21147715839999992,0.20342949449999992,doNothing
0.21656376238239994,0.21198963519999992,0.20441951069999997,doNothing
0.21691167325359983,0.21139395407999984,0.2033510006999999,doNothing
0.217015834528,0.21156666304000016,0.20364053269999993,doNothing
0.21761662391680003,0.21172924815999994,0.2034861162999999,doNothing
0.2163700286935999,0.21107048655999971,0.20288466929999993,doNothing
0.21659616344,0.21098591999999994,0.2028809414999999,doNothing
0.2153199958023999,0.21013678687999993,0.2020455030999999,doNothing
0.21430451888000013,0.20891751439999995,0.20171105990000004,doNothing
0.21550298890160002,0.20878923264000004,0.20184401309999989,doNothing
0.2166529560103998,0.21020232863999988,0.20324360429999988,sell
0.21642690295440015,0.2080889694400001,0.2020285316999999,doNothing
0.21650779101680007,0.20810650815999998,0.20186319549999987,doNothing
0.2175477581256,0.20913119855999995,0.20283568070000002,doNothing
0.216752577224,0.20865441839999987,0.20196531490000003,doNothing
0.21570080109919987,0.20758760720000002,0.2015046425,doNothing
0.21631640958639986,0.20895406239999992,0.2021002422999998,sell
0.21287047218720012,0.20626988288000003,0.19913050590000014,doNothing
0.21335621223919987,0.20670198816000007,0.1995878163,sell
0.21028532417680013,0.20385643088000016,0.19690408850000019,doNothing
0.21232552152399986,0.20445452671999997,0.19796800449999985,doNothing
0.2148618695255997,0.20391559471999998,0.20044597669999975,doNothing
0.21430813583679997,0.20388674031999998,0.1996046319,doNothing
0.21413407323599998,0.20363934095999991,0.19950754209999988,doNothing
0.21438178675999997,0.2028973595200001,0.19834618110000002,sell
0.21294083291520005,0.2012411675200001,0.1965866328999999,doNothing
0.21435650718479993,0.20304341216,0.19826172169999978,doNothing
0.21459502708079992,0.2032879632000002,0.1994062403000001,doNothing
0.2158764742935999,0.2035255947200001,0.2006655249,doNothing
0.2155679543975999,0.20337302511999988,0.19911628329999975,doNothing
0.2155570334439998,0.20371895391999995,0.19956245329999978,doNothing
0.21527614538160011,0.20406835024000003,0.20012676750000002,doNothing
0.21458351408559984,0.20433526976000005,0.20024029089999984,doNothing
0.21440377721519988,0.20397403136000003,0.19950815529999977,sell
0.2127528891528001,0.20290787040000002,0.19804007030000004,doNothing
0.21423357986799996,0.20326166287999992,0.1994968104999999,doNothing
0.2156993199199999,0.2041979476800002,0.20067691269999988,doNothing
0.22223116182720015,0.20997559472000016,0.20671385730000003,doNothing
0.22252637562,0.21104587344000003,0.20683815529999983,doNothing
0.221764073236,0.21120859792000024,0.2066372192999999,doNothing
0.22090859631360016,0.21036192608000026,0.20605758509999994,doNothing
0.2205083331840001,0.20958635327999997,0.20615334629999982,doNothing
0.2219461952559998,0.2114586907199998,0.20872605209999984,doNothing
0.22200803716320006,0.21076127584000015,0.20822957549999987,doNothing
0.22325803716320003,0.21183917056,0.20932454589999994,doNothing
0.22342731355680012,0.21213299407999986,0.2092705975,doNothing
0.2238579055983998,0.21236274639999997,0.21038735389999985,doNothing
0.22390984617919996,0.21217708079999986,0.2101116088999999,doNothing
0.2237354875576001,0.21151855135999997,0.20984378749999988,doNothing
0.22250407323599997,0.21079448016000013,0.20906492790000009,doNothing
0.22310473106000006,0.21104768448,0.20944026409999994,doNothing
0.22321466527759992,0.21175980527999982,0.2095737874999999,doNothing
0.2233951586456,0.21147596623999987,0.20957560029999978,doNothing
0.22368558623119994,0.21173214272000007,0.2097496939000001,doNothing
0.2239896488319999,0.21223102815999995,0.2101247664999999,doNothing
0.22427318517360018,0.21098181744,0.21075258790000007,doNothing
0.2247866557328,0.2116327926399999,0.21184533669999994,doNothing
0.22633183663440004,0.21345687936000002,0.21355731089999996,doNothing
0.2283892382296,0.21654985152000017,0.21600916669999992,doNothing
0.22994002761840004,0.21891779280000012,0.21726631569999988,doNothing
0.22934580056160003,0.21787013024000013,0.2163905115,doNothing
0.2321598631624,0.2221293099199999,0.21914874169999998,doNothing
0.23232570188800006,0.22225191056000004,0.2187310655000001,doNothing
