AUDUSDGBPUSDSpread,EURUSDGBPUSDSpread,USDCADGBPUSDSpread,GBPUSDOrderType
-0.00952893999999982,0.12084253050000004,0.04437253299999999,doNothing
-0.009039315999999964,0.12116036100000005,0.0461949669999997,doNothing
-0.005594504000000056,0.1262037509999998,0.049047876999999795,sell
-0.012604427999999945,0.11982856450000012,0.04554565499999996,sell
-0.018279916000000007,0.11588592050000002,0.0409456549999998,doNothing
-0.015797360000000094,0.1176215814999999,0.04295507299999968,sell
-0.017859163999999872,0.11566422550000022,0.04187390899999999,doNothing
-0.01654548,0.12184090399999992,0.04347570799999967,doNothing
-0.012055856000000142,0.13158192150000003,0.04535909399999971,doNothing
-0.012235104000000163,0.131992769,0.044647876999999836,doNothing
-0.011442172000000195,0.13245710799999988,0.04565909399999968,sell
-0.019459163999999918,0.12466409100000009,0.03934385599999968,doNothing
-0.01736623199999987,0.12338815850000007,0.040889146999999904,doNothing
-0.017369540000000017,0.12181609050000008,0.04014025799999987,doNothing
-0.017848788000000004,0.11748978500000007,0.04082501999999999,doNothing
-0.014172847999999849,0.12484090400000003,0.04467031099999996,sell
-0.01830397600000011,0.11879751399999994,0.04081740099999975,sell
-0.02046668400000007,0.11504402250000001,0.03681740099999975,doNothing
-0.016236007999999913,0.11849053099999995,0.0401268189999997,doNothing
-0.016560067999999983,0.11296734400000008,0.039096765999999894,doNothing
-0.01700488,0.11306036100000005,0.03869676599999994,sell
-0.026584128000000096,0.10267432700000012,0.029132638999999738,doNothing
-0.023684128000000193,0.10565649649999975,0.03186851199999974,doNothing
-0.020966684000000013,0.1084634794999999,0.03522322099999986,doNothing
-0.018914804000000007,0.11112781849999998,0.0374496759999996,doNothing
-0.018153000000000086,0.12082381949999998,0.03695729499999967,sell
-0.01932893999999985,0.12229975199999998,0.034681951000000044,sell
-0.0204841280000001,0.1175664635,0.030472955999999884,doNothing
-0.01929450399999988,0.1186664635000001,0.031080575000000055,sell
-0.020422324000000103,0.11629127700000019,0.029554119999999795,doNothing
-0.020277512000000053,0.11852768400000002,0.029654119999999784,doNothing
-0.020570444000000077,0.11314015799999999,0.02968999299999986,sell
-0.02236006800000001,0.11226185299999991,0.028482373999999755,doNothing
-0.020222324000000125,0.11747731100000003,0.028988193999999856,doNothing
-0.017384579999999872,0.1201059889999998,0.0327106279999998,sell
-0.020111948000000046,0.11989588750000002,0.03028237399999978,doNothing
-0.01815345199999996,0.12305710800000003,0.03182766499999978,doNothing
-0.017845931999999953,0.12359588750000006,0.03277877599999979,doNothing
-0.01853555600000023,0.12570748099999984,0.03250702999999966,sell
-0.020494051999999874,0.12451832850000022,0.035666712999999906,doNothing
-0.017625180000000018,0.12720049799999988,0.038813802999999814,doNothing
-0.010118564000000108,0.13324314199999998,0.045623220999999825,doNothing
-0.008501571999999902,0.1335679555,0.047179729000000004,doNothing
-0.008132699999999993,0.13284626050000004,0.04695147499999974,doNothing
-0.007643075999999915,0.13102768399999998,0.04817210999999988,sell
-0.014822324000000053,0.11605724250000016,0.04582237499999997,sell
-0.01862232400000008,0.11159988650000008,0.04136586699999989,doNothing
-0.019587435999999903,0.11385412400000017,0.04118290400000002,sell
-0.020956308000000146,0.11201459849999984,0.040411157999999725,doNothing
-0.0198529999999999,0.1192059889999999,0.04100173999999979,doNothing
-0.01912187199999993,0.11987731099999999,0.04293179299999994,doNothing
-0.01933931599999994,0.11800910750000004,0.039888723999999876,sell
-0.0218529999999999,0.11654863300000029,0.03818110500000005,doNothing
-0.02090818799999994,0.11728429399999984,0.03973761299999978,doNothing
-0.020632248000000075,0.11720910749999991,0.04023761299999973,sell
-0.02270112000000002,0.11245100549999987,0.03624925299999959,doNothing
-0.022445932000000113,0.10954639499999974,0.04016004699999964,doNothing
-0.021114803999999987,0.11270761549999997,0.04082999399999987,sell
-0.02384593199999996,0.1085572425000001,0.03711877699999988,doNothing
-0.020718111999999955,0.1135076155000001,0.04009814199999995,doNothing
-0.020700667999999922,0.1128750730000001,0.04162819499999992,doNothing
-0.019479915999999875,0.1119743270000002,0.04176988799999992,sell
-0.021217660000000027,0.11052781850000004,0.039913379999999776,doNothing
-0.016714804000000028,0.11291697099999998,0.0405250199999998,doNothing
-0.010518564000000064,0.11714876750000003,0.04582501999999988,doNothing
-0.007280820000000077,0.1191914114999999,0.04961919999999975,sell
-0.007729391999999891,0.11813792000000012,0.04820978199999981,doNothing
-0.007763828000000084,0.11626585199999995,0.048911580999999815,doNothing
-0.007750143999999848,0.11226822450000018,0.05331655499999988,doNothing
0.0024257960000000356,0.12209303800000004,0.0629506289999997,doNothing
